InvoiceNo,StockCode,ProductsCategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Cities,Tax 5%,Total,Gender,Payment
602873,22487,Biscuits,4,01-03-2021 08:58,8.5,16462,Mumbai,27.072,568.512,Female,Cash
602874,22664,Fresh Fruits,5,01-03-2021 09:03,2.1,17068,Mumbai,4.9065,103.0365,Female,Cash
602875,20727,Cookies,10,01-03-2021 09:03,1.65,17068,Mumbai,20.608,432.768,Female,Cash
602876,22377,Spices,5,01-03-2021 09:03,2.1,17068,Mumbai,3.6985,77.6685,Male,Credit card
602877,22379,Chicken,5,01-03-2021 09:03,2.1,17068,Mumbai,1.595,33.495,Female,Ewallet
602878,22381,Organic Fruits,5,01-03-2021 09:03,2.1,17068,Mumbai,6.94,145.74,Male,Ewallet
602879,22386,Cookies,20,01-03-2021 09:03,1.95,17068,Mumbai,9.331,195.951,Female,Cash
602880,20726,Fish,10,01-03-2021 09:03,1.65,17068,Mumbai,4.4225,92.8725,Male,Credit card
602881,47590A,Rice,3,01-03-2021 09:03,5.45,17068,Mumbai,9.672,203.112,Male,Ewallet
602882,47590B,Eggs,3,01-03-2021 09:03,5.45,17068,Mumbai,7.275,152.775,Female,Cash
602883,22383,Organic Vegetables,10,01-03-2021 09:03,1.65,17068,Mumbai,25.215,529.515,Female,Credit card
602884,85099F,Organic Fruits,10,01-03-2021 09:03,1.95,17068,Mumbai,15.3225,321.7725,Male,Cash
602885,22219,Masalas,24,01-03-2021 09:22,0.85,12971,Mumbai,4.785,100.485,Female,Credit card
602886,22807,Atta & Flour,12,01-03-2021 09:22,2.95,12971,Mumbai,31.759,666.939,Female,Credit card
602887,22053,Atta & Flour,100,01-03-2021 09:22,1.06,12971,Mumbai,10.7275,225.2775,Female,Ewallet
602888,21578,Fish,6,01-03-2021 09:33,2.25,12428,Indore,18.998,398.958,Female,Ewallet
602889,21002,Health Drinks,3,01-03-2021 09:33,4.25,12428,Indore,34.8425,731.6925,Male,Cash
602890,47599B,Cookies,12,01-03-2021 09:33,2.1,12428,Indore,20.4365,429.1665,Male,Credit card
602891,22279,Atta & Flour,12,01-03-2021 09:33,1.25,12428,Indore,2.5735,54.0435,Female,Ewallet
602892,21039,Rice,6,01-03-2021 09:33,2.55,12428,Indore,13.715,288.015,Male,Ewallet
602893,21928,Biscuits,10,01-03-2021 09:33,1.95,12428,Indore,9.8475,206.7975,Male,Credit card
602894,21929,Mutton,10,01-03-2021 09:33,1.95,12428,Indore,3.473,72.933,Male,Ewallet
602895,22386,Atta & Flour,10,01-03-2021 09:33,1.95,12428,Indore,17.98,377.58,Male,Credit card
602896,85099B,Masalas,10,01-03-2021 09:33,1.95,12428,Indore,6.8565,143.9865,Female,Credit card
602897,20750,Fresh Vegetables,6,01-03-2021 09:33,7.95,12428,Indore,24.951,523.971,Female,Cash
602898,21710,Edible Oil & Ghee,4,01-03-2021 09:33,4.95,12428,Indore,11.232,235.872,Female,Credit card
602899,85014B,Spices,6,01-03-2021 09:33,5.95,12428,Indore,6.287,132.027,Male,Cash
602900,22276,Edible Oil & Ghee,6,01-03-2021 09:33,2.55,12428,Indore,24.513,514.773,Male,Credit card
602901,84030E,Biscuits,8,01-03-2021 09:33,4.25,12428,Indore,22.8525,479.9025,Female,Ewallet
602902,84849B,Eggs,12,01-03-2021 09:33,1.69,12428,Indore,7.842,164.682,Male,Credit card
602903,84916,Soft Drinks,10,01-03-2021 09:33,5.95,12428,Indore,5.986,125.706,Male,Ewallet
602904,84913A,Mutton,8,01-03-2021 09:33,4.65,12428,Indore,27.18,570.78,Female,Credit card
602905,85053,Health Drinks,6,01-03-2021 09:33,2.1,12428,Indore,44.1405,926.9505,Male,Cash
602906,22804,Organic Fruits,6,01-03-2021 09:33,2.95,12428,Indore,7.629,160.209,Male,Ewallet
602907,85123A,Eggs,6,01-03-2021 09:33,2.95,12428,Indore,34.672,728.112,Male,Credit card
602908,21121,Health Drinks,24,01-03-2021 09:33,1.25,12428,Indore,11.475,240.975,Male,Ewallet
602909,21122,Health Drinks,24,01-03-2021 09:33,1.25,12428,Indore,7.3395,154.1295,Female,Ewallet
602910,21124,Mutton,24,01-03-2021 09:33,1.25,12428,Indore,7.08,148.68,Female,Ewallet
602911,85034A,Biscuits,4,01-03-2021 09:33,4.25,12428,Indore,5.8345,122.5245,Male,Ewallet
602912,72801C,Cookies,12,01-03-2021 09:33,1.25,12428,Indore,3.698,77.658,Female,Credit card
602913,72801D,Organic Fruits,12,01-03-2021 09:33,1.25,12428,Indore,4.897,102.837,Male,Ewallet
602914,21285,Edible Oil & Ghee,12,01-03-2021 09:33,2.1,12428,Indore,14.61,306.81,Female,Credit card
602915,84569D,Chocolates,12,01-03-2021 09:33,1.25,12428,Indore,26.244,551.124,Female,Ewallet
602916,84569B,Chocolates,12,01-03-2021 09:33,1.25,12428,Indore,4.602,96.642,Male,Ewallet
602917,22623,Rice,3,01-03-2021 09:33,4.95,12428,Indore,3.794,79.674,Male,Credit card
602918,22637,Biscuits,4,01-03-2021 09:33,2.55,12428,Indore,4.036,84.756,Female,Credit card
602919,22175,Health Drinks,6,01-03-2021 09:33,2.95,12428,Indore,5.631,118.251,Male,Credit card
602920,22176,Breads & Buns,6,01-03-2021 09:33,2.95,12428,Indore,3.56,74.76,Female,Credit card
602921,22483,Organic Fruits,6,01-03-2021 09:33,2.95,12428,Indore,7.762,163.002,Male,Ewallet
602922,84584,Atta & Flour,6,01-03-2021 09:33,2.55,12428,Indore,14.71,308.91,Female,Ewallet
602923,22139,Eggs,3,01-03-2021 09:33,4.95,12428,Indore,27.4275,575.9775,Male,Credit card
602924,22957,Health Drinks,6,01-03-2021 09:33,2.95,12428,Indore,12.885,270.585,Female,Cash
602925,22860,Eggs,6,01-03-2021 09:33,1.65,12428,Indore,19.818,416.178,Female,Cash
602926,85213,Eggs,24,01-03-2021 09:33,0.85,12428,Indore,8.5905,180.4005,Male,Ewallet
602927,22256,Fish,12,01-03-2021 09:33,1.25,12428,Indore,24.4395,513.2295,Female,Cash
602928,35916C,Cookies,12,01-03-2021 09:33,0.85,12428,Indore,26.208,550.368,Female,Cash
602929,22321,Biscuits,12,01-03-2021 09:33,0.85,12428,Indore,6.663,139.923,Male,Credit card
602930,35915B,Noodles,6,01-03-2021 09:33,1.65,12428,Indore,6.762,142.002,Male,Cash
602931,22270,Noodles,4,01-03-2021 09:33,3.75,12428,Indore,5.622,118.062,Male,Credit card
602932,22168,Soft Drinks,2,01-03-2021 09:33,8.5,12428,Indore,7.204,151.284,Female,Cash
602933,21524,Breads & Buns,6,01-03-2021 09:33,7.95,12428,Indore,49.26,1034.46,Female,Ewallet
602934,48187,Organic Vegetables,20,01-03-2021 09:33,6.75,12428,Indore,12.498,262.458,Male,Ewallet
602935,22690,Fresh Fruits,2,01-03-2021 09:33,7.95,12428,Indore,10.863,228.123,Female,Ewallet
602936,20685,Spices,2,01-03-2021 09:33,7.95,12428,Indore,9.711,203.931,Male,Cash
602937,15058B,Rice,4,01-03-2021 09:33,7.95,12428,Indore,44.6,936.6,Male,Credit card
602938,15058A,Organic Staples,4,01-03-2021 09:33,7.95,12428,Indore,16.968,356.328,Female,Ewallet
602939,22916,Noodles,12,01-03-2021 09:33,0.65,12428,Indore,22.353,469.413,Male,Ewallet
602940,22917,Fresh Fruits,12,01-03-2021 09:33,0.65,12428,Indore,9.925,208.425,Male,Cash
602941,22918,Noodles,12,01-03-2021 09:33,0.65,12428,Indore,40.605,852.705,Female,Credit card
602942,22919,Soft Drinks,12,01-03-2021 09:33,0.65,12428,Indore,24.665,517.965,Female,Credit card
602943,22920,Spices,12,01-03-2021 09:33,0.65,12428,Indore,29.583,621.243,Female,Cash
602944,22921,Organic Staples,12,01-03-2021 09:33,0.65,12428,Indore,27.951,586.971,Female,Credit card
602945,22960,Spices,6,01-03-2021 09:33,4.25,12428,Indore,25.893,543.753,Female,Ewallet
602946,22961,Eggs,12,01-03-2021 09:33,1.45,12428,Indore,20.51,430.71,Female,Credit card
602947,22962,Health Drinks,12,01-03-2021 09:33,0.85,12428,Indore,13.335,280.035,Male,Cash
602948,85049C,Soft Drinks,12,01-03-2021 09:33,1.25,12428,Indore,3.5455,74.4555,Male,Ewallet
602949,85049D,Fresh Vegetables,12,01-03-2021 09:33,1.25,12428,Indore,7.239,152.019,Male,Credit card
602950,85049F,Organic Vegetables,12,01-03-2021 09:33,1.25,12428,Indore,21.4775,451.0275,Male,Credit card
602951,84819,Organic Vegetables,8,01-03-2021 09:33,3.39,12428,Indore,28.4585,597.6285,Male,Ewallet
602952,47566,Biscuits,4,01-03-2021 09:33,4.95,12428,Indore,12.06,253.26,Male,Cash
602953,47590A,Chocolates,3,01-03-2021 09:33,5.45,12428,Indore,6.354,133.434,Male,Ewallet
602954,22498,Cakes,3,01-03-2021 09:33,5.95,12428,Indore,12.854,269.934,Female,Cash
602955,22669,Eggs,5,01-03-2021 09:33,2.95,12428,Indore,6.951,145.971,Male,Ewallet
602956,47590B,Atta & Flour,3,01-03-2021 09:33,5.45,12428,Indore,4.083,85.743,Male,Cash
602957,22192,Breads & Buns,2,01-03-2021 09:33,8.5,12428,Indore,15.536,326.256,Female,Cash
602958,21115,Breads & Buns,4,01-03-2021 09:33,6.75,12428,Indore,9.298,195.258,Female,Credit card
602959,21669,Fresh Vegetables,24,01-03-2021 09:33,1.25,12428,Indore,3.616,75.936,Female,Credit card
602960,21668,Breads & Buns,24,01-03-2021 09:33,1.25,12428,Indore,9.459,198.639,Male,Ewallet
602961,21441,Organic Vegetables,12,01-03-2021 09:33,0.85,12428,Indore,10.342,217.182,Male,Credit card
602962,21442,Masalas,12,01-03-2021 09:33,0.85,12428,Indore,7.851,164.871,Female,Cash
602963,22296,Health Drinks,12,01-03-2021 09:33,1.65,12428,Indore,10.765,226.065,Female,Ewallet
602964,22595,Fresh Vegetables,12,01-03-2021 09:33,0.85,12428,Indore,29.805,625.905,Male,Cash
602965,22868,Health Drinks,8,01-03-2021 09:33,1.95,12428,Indore,3.655,76.755,Male,Cash
602966,22869,Spices,8,01-03-2021 09:33,1.95,12428,Indore,13.959,293.139,Male,Credit card
602967,22870,Organic Staples,8,01-03-2021 09:33,1.95,12428,Indore,8.484,178.164,Female,Ewallet
602968,22871,Dals & Pulses,8,01-03-2021 09:33,1.95,12428,Indore,2.279,47.859,Female,Cash
602969,22872,Breads & Buns,8,01-03-2021 09:33,1.95,12428,Indore,11.28,236.88,Female,Ewallet
602970,22873,Spices,8,01-03-2021 09:33,1.95,12428,Indore,14.52,304.92,Male,Cash
602971,22874,Organic Staples,8,01-03-2021 09:33,1.95,12428,Indore,2.223,46.683,Male,Credit card
602972,22875,Spices,8,01-03-2021 09:33,1.95,12428,Indore,7.83,164.43,Male,Credit card
602973,22876,Atta & Flour,8,01-03-2021 09:33,1.95,12428,Indore,20.997,440.937,Female,Ewallet
602974,22877,Organic Vegetables,8,01-03-2021 09:33,1.95,12428,Indore,9.2125,193.4625,Female,Cash
602975,22317,Dals & Pulses,12,01-03-2021 09:33,2.95,12428,Indore,7.032,147.672,Female,Ewallet
602976,22318,Organic Vegetables,6,01-03-2021 09:33,2.95,12428,Indore,4.154,87.234,Male,Ewallet
602977,21164,Chocolates,12,01-03-2021 09:33,2.95,12428,Indore,3.2495,68.2395,Female,Credit card
602978,82552,Soft Drinks,12,01-03-2021 09:33,1.45,12428,Indore,38.78,814.38,Male,Ewallet
602979,21249,Soft Drinks,6,01-03-2021 09:33,2.95,12428,Indore,16.353,343.413,Female,Ewallet
602980,21462,Noodles,2,01-03-2021 09:33,6.75,12428,Indore,18.1615,381.3915,Female,Cash
602981,22796,Atta & Flour,4,01-03-2021 09:33,9.95,12428,Indore,6.35,133.35,Male,Cash
602982,84637,Edible Oil & Ghee,3,01-03-2021 09:33,5.95,12428,Indore,18.7775,394.3275,Female,Ewallet
602983,22445,Soft Drinks,6,01-03-2021 09:35,2.95,12428,Indore,9.958,209.118,Female,Credit card
602984,20979,Cakes,16,01-03-2021 09:35,1.25,12428,Indore,1.5305,32.1405,Male,Ewallet
602985,22489,Organic Staples,24,01-03-2021 09:35,0.42,12428,Indore,5.789,121.569,Male,Ewallet
602986,22507,Cakes,8,01-03-2021 09:35,4.95,12428,Indore,1.448,30.408,Female,Credit card
602987,16156S,Spices,25,01-03-2021 09:35,0.42,12428,Indore,44.5365,935.2665,Female,Cash
602988,16161P,Spices,25,01-03-2021 09:35,0.42,12428,Indore,13.983,293.643,Male,Cash
602989,21499,Breads & Buns,25,01-03-2021 09:35,0.42,12428,Indore,4.0465,84.9765,Male,Credit card
602990,21500,Breads & Buns,25,01-03-2021 09:35,0.42,12428,Indore,33.725,708.225,Male,Ewallet
602991,22706,Health Drinks,25,01-03-2021 09:35,0.42,12428,Indore,17.424,365.904,Female,Ewallet
602992,22052,Chicken,25,01-03-2021 09:35,0.42,12428,Indore,21.78,457.38,Male,Cash
602993,22986,Spices,25,01-03-2021 09:35,0.42,12428,Indore,21.9775,461.5275,Male,Ewallet
602994,23230,Biscuits,25,01-03-2021 09:35,0.42,12428,Indore,29.559,620.739,Male,Credit card
602995,21880,Soft Drinks,24,01-03-2021 09:35,0.65,12428,Indore,13.038,273.798,Female,Ewallet
602996,22714,Cakes,12,01-03-2021 09:35,0.42,12428,Indore,10.752,225.792,Female,Credit card
602997,22037,Biscuits,12,01-03-2021 09:35,0.42,12428,Indore,4.5805,96.1905,Female,Cash
602998,21918,Edible Oil & Ghee,24,01-03-2021 09:35,0.42,12428,Indore,33.1065,695.2365,Female,Credit card
602999,84744,Rice,24,01-03-2021 09:35,1.25,12428,Indore,41.625,874.125,Female,Credit card
603000,84673B,Mutton,24,01-03-2021 09:35,0.65,12428,Indore,4.5675,95.9175,Male,Cash
603001,22922,Spices,24,01-03-2021 09:35,0.85,12428,Indore,7.888,165.648,Female,Cash
603002,22915,Soft Drinks,24,01-03-2021 09:35,0.42,12428,Indore,6.087,127.827,Male,Ewallet
603003,22395,Health Drinks,6,01-03-2021 09:35,2.55,12428,Indore,41.29,867.09,Male,Cash
603004,47367B,Cakes,8,01-03-2021 09:35,3.75,12428,Indore,7.995,167.895,Male,Ewallet
603005,21199,Atta & Flour,12,01-03-2021 09:35,1.65,12428,Indore,0.6045,12.6945,Female,Credit card
603006,22846,Organic Vegetables,2,01-03-2021 09:35,16.95,12428,Indore,32.095,673.995,Male,Credit card
603007,35241,Breads & Buns,3,01-03-2021 09:35,4.95,12428,Indore,11.7465,246.6765,Male,Ewallet
603008,21217,Masalas,5,01-03-2021 09:35,9.95,12428,Indore,8.377,175.917,Male,Credit card
603009,21212,Fish,24,01-03-2021 09:35,0.55,12428,Indore,14.955,314.055,Male,Ewallet
603010,22201,Eggs,8,01-03-2021 09:35,4.25,12428,Indore,11.9865,251.7165,Male,Credit card
603011,22558,Fresh Fruits,24,01-03-2021 09:35,1.49,12428,Indore,33.235,697.935,Male,Credit card
603012,22204,Chocolates,8,01-03-2021 09:35,3.75,12428,Indore,10.1325,212.7825,Male,Credit card
603013,22203,Noodles,4,01-03-2021 09:35,3.75,12428,Indore,2.31,48.51,Female,Cash
603014,20998,Edible Oil & Ghee,12,01-03-2021 09:35,2.95,12428,Indore,4.4075,92.5575,Female,Cash
603015,21154,Spices,10,01-03-2021 09:35,1.25,12428,Indore,7.863,165.123,Male,Ewallet
603016,22073,Cakes,32,01-03-2021 09:35,3.39,12428,Indore,14.8185,311.1885,Female,Ewallet
603017,35809A,Atta & Flour,6,01-03-2021 09:35,2.1,12428,Indore,35.42,743.82,Female,Ewallet
603018,35810A,Health Drinks,6,01-03-2021 09:35,2.1,12428,Indore,5.567,116.907,Male,Ewallet
603019,21216,Chicken,4,01-03-2021 09:35,4.95,12428,Indore,29.008,609.168,Female,Credit card
603020,21035,Organic Vegetables,6,01-03-2021 09:35,3.25,12428,Indore,3.0125,63.2625,Male,Ewallet
603021,20752,Chocolates,6,01-03-2021 09:35,2.1,12428,Indore,8.712,182.952,Male,Ewallet
603022,20754,Noodles,6,01-03-2021 09:35,2.1,12428,Indore,21.063,442.323,Male,Cash
603023,21559,Chicken,6,01-03-2021 09:35,2.55,12428,Indore,1.6815,35.3115,Male,Cash
603024,22329,Health Drinks,12,01-03-2021 09:35,1.65,12428,Indore,1.549,32.529,Female,Cash
603025,22628,Organic Fruits,12,01-03-2021 09:35,4.95,12428,Indore,12.37,259.77,Male,Cash
603026,22328,Masalas,6,01-03-2021 09:35,2.95,12428,Indore,18.915,397.215,Male,Ewallet
603027,21394,Spices,18,01-03-2021 09:35,1.95,12428,Indore,16.743,351.603,Female,Cash
603028,21086,Mutton,24,01-03-2021 09:35,0.65,12428,Indore,36.39,764.19,Male,Cash
603029,21078,Fresh Vegetables,24,01-03-2021 09:35,0.85,12428,Indore,16.794,352.674,Male,Ewallet
603030,21080,Cookies,24,01-03-2021 09:35,0.85,12428,Indore,12.036,252.756,Male,Credit card
603031,21932,Soft Drinks,5,01-03-2021 09:35,2.95,12428,Indore,2.3535,49.4235,Female,Credit card
603032,21937,Breads & Buns,5,01-03-2021 09:35,2.95,12428,Indore,4.9845,104.6745,Female,Credit card
603033,21936,Breads & Buns,5,01-03-2021 09:35,2.95,12428,Indore,13.2225,277.6725,Female,Ewallet
603034,21094,Edible Oil & Ghee,24,01-03-2021 09:35,0.85,12428,Indore,6.9825,146.6325,Female,Cash
603035,21095,Spices,12,01-03-2021 09:35,0.85,12428,Indore,2.7725,58.2225,Male,Credit card
603036,21087,Soft Drinks,12,01-03-2021 09:35,0.65,12428,Indore,6.4455,135.3555,Female,Cash
603037,21533,Noodles,6,01-03-2021 09:35,4.95,12428,Indore,5.999,125.979,Male,Credit card
603038,22221,Noodles,4,01-03-2021 09:35,9.95,12428,Indore,17.625,370.125,Female,Credit card
603039,22223,Edible Oil & Ghee,6,01-03-2021 09:35,4.95,12428,Indore,43.55,914.55,Female,Credit card
603040,72760B,Fresh Vegetables,4,01-03-2021 09:35,9.95,12428,Indore,9.88,207.48,Female,Cash
603041,21537,Breads & Buns,12,01-03-2021 09:35,4.25,12428,Indore,9.726,204.246,Female,Ewallet
603042,84821,Cookies,24,01-03-2021 09:35,0.85,12428,Indore,8.661,181.881,Male,Ewallet
603043,84510A,Spices,10,01-03-2021 09:35,1.25,12428,Indore,3.594,75.474,Female,Ewallet
603044,84968F,Breads & Buns,8,01-03-2021 09:35,12.75,12428,Indore,14.313,300.573,Female,Ewallet
603045,84968D,Edible Oil & Ghee,8,01-03-2021 09:35,12.75,12428,Indore,4.062,85.302,Female,Credit card
603046,84968A,Rice,6,01-03-2021 09:35,12.75,12428,Indore,28.02,588.42,Male,Ewallet
603047,21401,Noodles,12,01-03-2021 09:35,0.42,12428,Indore,9.34,196.14,Male,Cash
603048,84969,Spices,12,01-03-2021 09:35,4.25,12428,Indore,11.0115,231.2415,Female,Ewallet
603049,84968C,Breads & Buns,2,01-03-2021 09:35,12.75,12428,Indore,13.456,282.576,Male,Credit card
603050,84279B,Health Drinks,4,01-03-2021 09:35,3.75,12428,Indore,22.74,477.54,Female,Credit card
603051,21210,Rice,12,01-03-2021 09:35,1.45,12428,Indore,8.377,175.917,Male,Cash
603052,84531B,Soft Drinks,6,01-03-2021 09:35,1.95,12428,Indore,22.428,470.988,Female,Credit card
603053,21246,Breads & Buns,6,01-03-2021 09:35,4.95,12428,Indore,14.694,308.574,Female,Cash
603054,84509A,Soft Drinks,12,01-03-2021 09:35,3.75,12428,Indore,29.475,618.975,Male,Ewallet
603055,22851,Chicken,12,01-03-2021 09:35,0.85,12428,Indore,14.55,305.55,Male,Ewallet
603056,21877,Masalas,12,01-03-2021 09:35,1.25,12428,Indore,1.974,41.454,Female,Cash
603057,21527,Breads & Buns,4,01-03-2021 09:35,7.95,12428,Indore,1.7405,36.5505,Female,Credit card
603058,22720,Soft Drinks,9,01-03-2021 09:35,4.95,12428,Indore,14.796,310.716,Female,Ewallet
603059,22722,Soft Drinks,8,01-03-2021 09:35,3.95,12428,Indore,2.148,45.108,Male,Ewallet
603060,22723,Health Drinks,8,01-03-2021 09:35,3.95,12428,Indore,6.924,145.404,Female,Ewallet
603061,23231,Noodles,25,01-03-2021 09:35,0.42,12428,Indore,4.91,103.11,Female,Credit card
603062,22989,Biscuits,6,01-03-2021 09:35,3.25,12428,Indore,6.483,136.143,Female,Credit card
603063,22978,Health Drinks,6,01-03-2021 09:35,3.75,12428,Indore,31.78,667.38,Male,Cash
603064,85015,Cookies,12,01-03-2021 09:35,2.55,12428,Indore,7.288,153.048,Male,Cash
603065,84919,Biscuits,10,01-03-2021 09:35,6.95,12428,Indore,10.065,211.365,Female,Cash
603066,47585A,Fresh Vegetables,12,01-03-2021 09:35,3.75,12428,Indore,31.5855,663.2955,Female,Cash
603067,85087,Cakes,12,01-03-2021 09:35,2.95,12428,Indore,19.264,404.544,Male,Ewallet
603068,21622,Biscuits,4,01-03-2021 09:35,4.95,12428,Indore,24.315,510.615,Male,Cash
603069,22354,Health Drinks,30,01-03-2021 09:35,3.39,12428,Indore,25.683,539.343,Female,Cash
603070,84687,Atta & Flour,2,01-03-2021 09:35,5.95,12428,Indore,23.67,497.07,Female,Cash
603071,21430,Edible Oil & Ghee,8,01-03-2021 09:35,3.75,12428,Indore,21.8425,458.6925,Female,Cash
603072,21428,Breads & Buns,8,01-03-2021 09:35,4.25,12428,Indore,5.408,113.568,Female,Ewallet
603073,22983,Organic Vegetables,12,01-03-2021 09:35,0.42,12428,Indore,12.438,261.198,Male,Ewallet
603074,22819,Fresh Fruits,12,01-03-2021 09:35,0.42,12428,Indore,31.311,657.531,Male,Credit card
