InvoiceNo,StockCode,ProductsCategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Cities,Tax 5%,Total,Gender,Payment
575137,21257,Snacks,2,01-02-2021 08:31,7.95,14911,Hyderabad,27.416,575.736,Female,Ewallet
575138,21259,Oil & Masala,2,01-02-2021 08:31,5.95,14911,Hyderabad,40.626,853.146,Female,Ewallet
575139,21181,Bakery,12,01-02-2021 08:31,2.1,14911,Hyderabad,13.867,291.207,Female,Cash
575140,21166,Fruits & Veggies,12,01-02-2021 08:31,1.95,14911,Hyderabad,27.639,580.419,Female,Cash
575141,22413,Food Grains,6,01-02-2021 08:31,2.95,14911,Hyderabad,6.968,146.328,Female,Cash
575142,21411,Snacks,3,01-02-2021 08:31,4.25,14911,Hyderabad,26.235,550.935,Male,Credit card
575143,22508,Oil & Masala,4,01-02-2021 08:31,3.75,14911,Hyderabad,24.39,512.19,Female,Ewallet
575144,84683,"Eggs, Meat & Fish",48,01-02-2021 08:31,0.65,14911,Hyderabad,13.533,284.193,Male,Cash
575145,21733,Beverages,12,01-02-2021 08:31,2.95,14911,Hyderabad,6.5775,138.1275,Female,Credit card
575146,22136,Oil & Masala,12,01-02-2021 08:31,1.65,14911,Hyderabad,10.326,216.846,Female,Cash
575147,22137,Bakery,6,01-02-2021 08:31,2.95,14911,Hyderabad,25.955,545.055,Male,Cash
575148,85184C,Bakery,6,01-02-2021 08:31,2.95,14911,Hyderabad,29,609,Male,Ewallet
575149,85123A,Bakery,6,01-02-2021 08:31,2.95,14911,Hyderabad,44.9,942.9,Female,Credit card
575150,22132,Fruits & Veggies,12,01-02-2021 08:31,0.85,14911,Hyderabad,45.25,950.25,Male,Cash
575151,21470,Snacks,6,01-02-2021 08:31,3.75,14911,Hyderabad,34.3,720.3,Female,Cash
575152,22625,Oil & Masala,2,01-02-2021 08:31,8.5,14911,Hyderabad,1.5205,31.9305,Female,Credit card
575153,21232,Fruits & Veggies,24,01-02-2021 08:31,1.25,14911,Hyderabad,23.385,491.085,Female,Ewallet
575154,85099B,"Eggs, Meat & Fish",10,01-02-2021 08:31,1.95,14911,Hyderabad,13.878,291.438,Female,Credit card
575155,20985,"Eggs, Meat & Fish",12,01-02-2021 08:31,1.25,14911,Hyderabad,15.07,316.47,Female,Ewallet
575156,22208,Beverages,12,01-02-2021 08:31,1.65,14911,Hyderabad,13.228,277.788,Male,Credit card
575157,22211,Beverages,12,01-02-2021 08:31,1.65,14911,Hyderabad,28.744,603.624,Male,Credit card
575158,21635,Bakery,6,01-02-2021 08:31,3.75,14911,Hyderabad,12.984,272.664,Male,Credit card
575159,84536A,Beverages,16,01-02-2021 08:31,0.42,14911,Hyderabad,18.308,384.468,Female,Credit card
575160,22045,Fruits & Veggies,25,01-02-2021 08:31,0.42,14911,Hyderabad,12.096,254.016,Male,Credit card
575161,16156S,Bakery,25,01-02-2021 08:31,0.42,14911,Hyderabad,37.458,786.618,Male,Credit card
575162,22382,Fruits & Veggies,10,01-02-2021 08:31,1.65,14911,Hyderabad,4.944,103.824,Female,Ewallet
575163,20725,Bakery,10,01-02-2021 08:31,1.65,14911,Hyderabad,32.388,680.148,Female,Cash
575164,21559,Snacks,6,01-02-2021 08:31,2.55,14911,Hyderabad,23.0725,484.5225,Male,Credit card
575165,21915,Bakery,12,01-02-2021 08:31,1.25,14911,Hyderabad,3.6085,75.7785,Male,Cash
575166,22487,Oil & Masala,4,01-02-2021 08:31,8.5,14911,Hyderabad,12.57,263.97,Male,Ewallet
575167,22417,Oil & Masala,24,01-02-2021 08:31,0.55,14911,Hyderabad,43.749,918.729,Male,Ewallet
575168,84992,"Eggs, Meat & Fish",24,01-02-2021 08:31,0.55,14911,Hyderabad,28.017,588.357,Male,Ewallet
575169,22497,Food Grains,4,01-02-2021 08:31,4.25,14911,Hyderabad,17.272,362.712,Female,Credit card
575170,22624,Beverages,2,01-02-2021 08:31,8.5,14911,Hyderabad,3.1845,66.8745,Male,Cash
575171,21471,Snacks,6,01-02-2021 09:01,3.75,14496,Mumbai,16.0265,336.5565,Male,Credit card
575172,22771,Food Grains,12,01-02-2021 09:01,1.25,14496,Mumbai,7.64,160.44,Male,Ewallet
575173,21672,Bakery,12,01-02-2021 09:01,1.25,14496,Mumbai,19.95,418.95,Male,Credit card
575174,84879,Fruits & Veggies,8,01-02-2021 09:01,1.69,14496,Mumbai,17.028,357.588,Male,Ewallet
575175,22139,Fruits & Veggies,3,01-02-2021 09:01,4.95,14496,Mumbai,47.79,1003.59,Male,Cash
575176,21485,Oil & Masala,3,01-02-2021 09:01,4.95,14496,Mumbai,49.49,1039.29,Male,Credit card
575177,22835,Food Grains,4,01-02-2021 09:01,4.65,14496,Mumbai,15.384,323.064,Male,Cash
575178,22113,Food Grains,4,01-02-2021 09:01,3.75,14496,Mumbai,24.332,510.972,Male,Credit card
575179,21257,Food Grains,2,01-02-2021 09:01,7.95,14496,Mumbai,17.5025,367.5525,Male,Ewallet
575180,22180,Snacks,1,01-02-2021 09:01,9.95,14496,Mumbai,20.0125,420.2625,Male,Credit card
575181,22423,"Eggs, Meat & Fish",3,01-02-2021 09:01,12.75,14496,Mumbai,8.34,175.14,Male,Cash
575182,84945,Snacks,12,01-02-2021 09:01,0.85,14496,Mumbai,15.867,333.207,Male,Credit card
575183,48188,Fruits & Veggies,2,01-02-2021 09:01,7.95,14496,Mumbai,7.916,166.236,Male,Ewallet
575184,21781,Food Grains,1,01-02-2021 09:01,14.95,14496,Mumbai,15.228,319.788,Male,Ewallet
575185,21121,"Eggs, Meat & Fish",24,01-02-2021 09:36,1.25,17147,Mumbai,8.868,186.228,Male,Credit card
575186,21122,Beverages,24,01-02-2021 09:36,1.25,17147,Mumbai,7.8785,165.4485,Female,Credit card
575187,21124,Oil & Masala,24,01-02-2021 09:36,1.25,17147,Mumbai,22.164,465.444,Male,Ewallet
575188,22858,Food Grains,12,01-02-2021 09:36,1.65,17147,Mumbai,13.02,273.42,Male,Ewallet
575189,22859,"Eggs, Meat & Fish",6,01-02-2021 09:36,1.65,17147,Mumbai,22.491,472.311,Male,Cash
575190,22860,"Eggs, Meat & Fish",6,01-02-2021 09:36,1.65,17147,Mumbai,15.388,323.148,Male,Cash
575191,22861,Snacks,6,01-02-2021 09:36,1.65,17147,Mumbai,7.75,162.75,Male,Ewallet
575192,21977,"Eggs, Meat & Fish",24,01-02-2021 09:36,0.55,17147,Mumbai,13.724,288.204,Male,Ewallet
575193,21212,Oil & Masala,24,01-02-2021 09:36,0.55,17147,Mumbai,4.319,90.699,Female,Credit card
575194,22417,Food Grains,24,01-02-2021 09:36,0.55,17147,Mumbai,2.712,56.952,Male,Ewallet
575195,22423,Oil & Masala,6,01-02-2021 09:36,12.75,17147,Mumbai,37.796,793.716,Female,Ewallet
575196,22699,Fruits & Veggies,18,01-02-2021 09:36,2.95,17147,Mumbai,9.294,195.174,Male,Cash
575197,84375,Snacks,12,01-02-2021 09:36,2.1,17147,Mumbai,3.7035,77.7735,Male,Ewallet
575198,84380,Oil & Masala,12,01-02-2021 09:36,1.25,17147,Mumbai,13.962,293.202,Female,Credit card
575199,84378,Oil & Masala,12,01-02-2021 09:36,1.25,17147,Mumbai,11.556,242.676,Female,Credit card
575200,84279B,Food Grains,4,01-02-2021 09:36,3.75,17147,Mumbai,7.352,154.392,Female,Ewallet
575201,84279P,"Eggs, Meat & Fish",4,01-02-2021 09:36,3.75,17147,Mumbai,39.51,829.71,Female,Cash
575202,21156,Fruits & Veggies,8,01-02-2021 09:36,1.95,17147,Mumbai,5.11,107.31,Male,Ewallet
575203,82583,Fruits & Veggies,12,01-02-2021 09:38,2.1,17675,Mumbai,8.1775,171.7275,Male,Credit card
575204,85150,Snacks,12,01-02-2021 09:38,2.55,17675,Mumbai,3.7145,78.0045,Female,Cash
575205,85099B,Fruits & Veggies,10,01-02-2021 09:38,1.95,17675,Mumbai,4.37,91.77,Male,Cash
575206,21931,Beverages,20,01-02-2021 09:38,1.95,17675,Mumbai,1.2645,26.5545,Female,Ewallet
575207,20713,Oil & Masala,20,01-02-2021 09:38,1.95,17675,Mumbai,8.3,174.3,Male,Credit card
575208,21929,Food Grains,10,01-02-2021 09:38,1.95,17675,Mumbai,17.8475,374.7975,Female,Credit card
575209,22189,Food Grains,8,01-02-2021 09:38,3.95,17675,Mumbai,5.745,120.645,Female,Credit card
575210,22294,Beverages,24,01-02-2021 09:38,1.25,17675,Mumbai,11.498,241.458,Female,Cash
575211,22804,Oil & Masala,6,01-02-2021 09:38,2.95,17675,Mumbai,21.4935,451.3635,Male,Cash
575212,85123A,Oil & Masala,32,01-02-2021 09:38,2.55,17675,Mumbai,12.95,271.95,Male,Ewallet
575213,22193,Snacks,2,01-02-2021 09:38,8.5,17675,Mumbai,4.4425,93.2925,Male,Credit card
575214,22192,Bakery,2,01-02-2021 09:38,8.5,17675,Mumbai,10.3635,217.6335,Female,Ewallet
575215,22191,Oil & Masala,2,01-02-2021 09:38,8.5,17675,Mumbai,29.9925,629.8425,Female,Credit card
575216,22726,Beverages,12,01-02-2021 09:38,3.75,17675,Mumbai,14.265,299.565,Female,Ewallet
575217,22727,"Eggs, Meat & Fish",4,01-02-2021 09:38,3.75,17675,Mumbai,4.5555,95.6655,Female,Ewallet
575218,22730,Food Grains,4,01-02-2021 09:38,3.75,17675,Mumbai,44.8785,942.4485,Female,Credit card
575219,47566,Food Grains,10,01-02-2021 09:38,4.65,17675,Mumbai,11.8035,247.8735,Male,Ewallet
575220,21175,Beverages,24,01-02-2021 09:38,2.1,17675,Mumbai,41.967,881.307,Female,Cash
575221,21181,Snacks,24,01-02-2021 09:38,2.1,17675,Mumbai,23.09,484.89,Male,Ewallet
575222,82484,Fruits & Veggies,12,01-02-2021 09:38,5.55,17675,Mumbai,6.963,146.223,Male,Credit card
575223,22681,Bakery,10,01-02-2021 09:38,1.25,17675,Mumbai,10.3635,217.6335,Female,Cash
575224,22680,Bakery,10,01-02-2021 09:38,1.25,17675,Mumbai,0.914,19.194,Male,Credit card
575225,21731,Oil & Masala,-12,01-02-2021 09:38,1.65,12626,Banglore,6.1925,130.0425,Female,Cash
575226,22634,Fruits & Veggies,-3,01-02-2021 09:38,8.5,12626,Banglore,14.196,298.116,Female,Cash
575227,20702,Bakery,6,01-02-2021 10:00,4.25,12712,Banglore,37.948,796.908,Male,Ewallet
575228,22173,Food Grains,8,01-02-2021 10:00,2.95,12712,Banglore,8.601,180.621,Female,Credit card
575229,22320,Snacks,3,01-02-2021 10:00,5.95,12712,Banglore,13.605,285.705,Male,Ewallet
575230,22171,Oil & Masala,4,01-02-2021 10:00,8.5,12712,Banglore,21.728,456.288,Male,Ewallet
575231,22168,Food Grains,2,01-02-2021 10:00,8.5,12712,Banglore,2.9525,62.0025,Male,Cash
575232,82494L,Beverages,12,01-02-2021 10:00,2.95,12712,Banglore,0.627,13.167,Female,Cash
575233,22763,Bakery,2,01-02-2021 10:00,9.95,12712,Banglore,4.325,90.825,Male,Cash
575234,22957,Bakery,12,01-02-2021 10:00,2.95,12712,Banglore,8.716,183.036,Female,Credit card
575235,22788,Oil & Masala,4,01-02-2021 10:00,9.95,12712,Banglore,31.2165,655.5465,Male,Ewallet
575236,22914,"Eggs, Meat & Fish",6,01-02-2021 10:00,4.95,12712,Banglore,7.412,155.652,Male,Ewallet
575237,POST,Bakery,2,01-02-2021 10:00,18,12712,Banglore,27.21,571.41,Female,Cash
575238,21690,Food Grains,4,01-02-2021 10:02,0,,Mumbai,25.368,532.728,Female,Ewallet
575239,84795C,Oil & Masala,3,01-02-2021 10:04,0,,Mumbai,8.137,170.877,Female,Cash
575240,48194,Oil & Masala,10,01-02-2021 10:14,6.75,13881,Mumbai,1.5885,33.3585,Female,Credit card
575241,48188,Bakery,10,01-02-2021 10:14,6.75,13881,Mumbai,37.8405,794.6505,Female,Cash
575242,22149,Snacks,40,01-02-2021 10:14,1.85,13881,Mumbai,14.764,310.044,Male,Cash
575243,22150,Bakery,40,01-02-2021 10:14,1.65,13881,Mumbai,25.97,545.37,Male,Ewallet
575244,21922,Bakery,12,01-02-2021 10:14,6.95,13881,Mumbai,9.314,195.594,Female,Ewallet
575245,84795B,Food Grains,12,01-02-2021 10:14,6.95,13881,Mumbai,4.3525,91.4025,Male,Credit card
575246,84050,"Eggs, Meat & Fish",72,01-02-2021 10:14,1.25,13881,Mumbai,11.055,232.155,Female,Credit card
575247,84789,Beverages,16,01-02-2021 10:14,2.95,13881,Mumbai,3.305,69.405,Female,Cash
575248,21080,Bakery,96,01-02-2021 10:14,0.64,13881,Mumbai,4.4845,94.1745,Male,Ewallet
575249,22354,Snacks,30,01-02-2021 10:14,3.39,13881,Mumbai,11.223,235.683,Male,Credit card
575250,16016,"Eggs, Meat & Fish",200,01-02-2021 10:14,0.72,13881,Mumbai,5.977,125.517,Male,Credit card
575251,21181,Oil & Masala,48,01-02-2021 10:14,1.85,13881,Mumbai,9.32,195.72,Male,Credit card
575252,84992,"Eggs, Meat & Fish",120,01-02-2021 10:14,0.42,13881,Mumbai,12.53,263.13,Male,Cash
575253,22970,Beverages,6,01-02-2021 10:15,2.55,17314,Mumbai,37.548,788.508,Male,Credit card
575254,22616,Oil & Masala,24,01-02-2021 10:15,0.29,17314,Mumbai,19.036,399.756,Male,Cash
575255,22902,Bakery,12,01-02-2021 10:15,2.1,17314,Mumbai,12.21,256.41,Female,Cash
575256,22134,Bakery,12,01-02-2021 10:15,0.42,17314,Mumbai,4.485,94.185,Male,Ewallet
575257,22131,Bakery,6,01-02-2021 10:15,1.95,17314,Mumbai,15.544,326.424,Male,Credit card
575258,22931,Food Grains,6,01-02-2021 10:15,2.55,17314,Mumbai,25.571,536.991,Male,Credit card
575259,22930,Beverages,6,01-02-2021 10:15,2.55,17314,Mumbai,20.9475,439.8975,Male,Ewallet
575260,20832,"Eggs, Meat & Fish",24,01-02-2021 10:15,0.85,17314,Mumbai,17.595,369.495,Male,Credit card
575261,21975,Food Grains,24,01-02-2021 10:15,0.55,17314,Mumbai,1.439,30.219,Female,Credit card
575262,21212,Food Grains,24,01-02-2021 10:15,0.55,17314,Mumbai,4.75,99.75,Male,Cash
575263,22951,Beverages,24,01-02-2021 10:15,0.55,17314,Mumbai,23.56,494.76,Male,Cash
575264,20679,"Eggs, Meat & Fish",3,01-02-2021 10:15,5.95,17314,Mumbai,6.524,137.004,Male,Cash
575265,85014A,Beverages,3,01-02-2021 10:15,5.95,17314,Mumbai,3.3175,69.6675,Male,Credit card
575266,21706,Oil & Masala,4,01-02-2021 10:15,4.95,17314,Mumbai,7.773,163.233,Male,Ewallet
575267,21707,Oil & Masala,4,01-02-2021 10:15,4.95,17314,Mumbai,6.45,135.45,Male,Ewallet
575268,21355,Snacks,24,01-02-2021 10:15,1.25,17314,Mumbai,13.188,276.948,Male,Credit card
575269,22137,Bakery,12,01-02-2021 10:15,2.95,17314,Mumbai,33.777,709.317,Female,Ewallet
575270,20985,Food Grains,12,01-02-2021 10:15,1.25,17314,Mumbai,3.29,69.09,Female,Ewallet
575271,21314,Beverages,8,01-02-2021 10:15,2.1,17314,Mumbai,7.66,160.86,Female,Cash
575272,22644,Bakery,12,01-02-2021 10:15,1.45,17314,Mumbai,11.12,233.52,Female,Cash
575273,21563,"Eggs, Meat & Fish",6,01-02-2021 10:15,2.95,17314,Mumbai,2.7225,57.1725,Male,Ewallet
575274,85141,Food Grains,-1,01-02-2021 10:22,8.95,15864,Mumbai,34.44,723.24,Female,Credit card
575275,21319,Beverages,-1,01-02-2021 10:22,1.65,15864,Mumbai,7.094,148.974,Male,Credit card
575276,21318,Food Grains,-2,01-02-2021 10:22,1.65,15864,Mumbai,37.3,783.3,Female,Cash
575277,21977,Beverages,48,01-02-2021 10:37,0.55,16570,Mumbai,14.148,297.108,Male,Credit card
575278,22402,"Eggs, Meat & Fish",12,01-02-2021 10:37,1.25,16570,Mumbai,17.77,373.17,Female,Ewallet
575279,22398,"Eggs, Meat & Fish",12,01-02-2021 10:37,1.25,16570,Mumbai,16.8575,354.0075,Female,Ewallet
575280,22727,"Eggs, Meat & Fish",4,01-02-2021 10:37,3.75,16570,Mumbai,2.112,44.352,Female,Cash
575281,22726,Oil & Masala,4,01-02-2021 10:37,3.75,16570,Mumbai,9.693,203.553,Female,Credit card
575282,22969,Food Grains,96,01-02-2021 10:37,1.25,16570,Mumbai,1.203,25.263,Female,Cash
575283,84978,Food Grains,36,01-02-2021 10:37,1.06,16570,Mumbai,29.913,628.173,Female,Ewallet
575284,22281,Fruits & Veggies,4,01-02-2021 10:37,5.95,16570,Mumbai,16.7895,352.5795,Male,Cash
575285,22957,Beverages,6,01-02-2021 10:37,2.95,16570,Mumbai,10.91,229.11,Female,Cash
575286,22856,Fruits & Veggies,12,01-02-2021 10:37,1.25,16570,Mumbai,19.084,400.764,Female,Ewallet
575287,22148,Beverages,24,01-02-2021 10:37,1.95,16570,Mumbai,35.495,745.395,Male,Cash
575288,22863,Snacks,8,01-02-2021 10:37,2.95,16570,Mumbai,22.01,462.21,Male,Credit card
575289,84970S,Fruits & Veggies,24,01-02-2021 10:37,0.85,16570,Mumbai,27.984,587.664,Female,Credit card
575290,21212,Snacks,48,01-02-2021 10:37,0.55,16570,Mumbai,1.85,38.85,Male,Credit card
575291,22692,Snacks,4,01-02-2021 10:37,7.95,16570,Mumbai,0.767,16.107,Female,Cash
575292,47566,Snacks,100,01-02-2021 10:38,3.75,17511,Mumbai,29.949,628.929,Male,Ewallet
575293,22668,Beverages,50,01-02-2021 10:38,2.55,17511,Mumbai,9.534,200.214,Female,Cash
575294,47590A,Beverages,12,01-02-2021 10:38,5.45,17511,Mumbai,16.67,350.07,Male,Cash
575295,47590B,Bakery,12,01-02-2021 10:38,5.45,17511,Mumbai,3.743,78.603,Male,Cash
575296,22024,Oil & Masala,72,01-02-2021 10:38,0.36,17511,Mumbai,10.6875,224.4375,Female,Cash
575297,22029,Oil & Masala,72,01-02-2021 10:38,0.36,17511,Mumbai,16.9785,356.5485,Female,Credit card
575298,22045,"Eggs, Meat & Fish",25,01-02-2021 10:38,0.42,17511,Mumbai,33.208,697.368,Female,Cash
575299,16161U,Fruits & Veggies,25,01-02-2021 10:38,0.42,17511,Mumbai,20.15,423.15,Male,Credit card
575300,22716,"Eggs, Meat & Fish",72,01-02-2021 10:38,0.36,17511,Mumbai,9.7475,204.6975,Male,Ewallet
575301,22759,Bakery,96,01-02-2021 10:38,1.45,17511,Mumbai,3.124,65.604,Female,Cash
575302,21239,Oil & Masala,96,01-02-2021 10:38,0.72,17511,Mumbai,3.636,76.356,Female,Cash
575303,20676,Oil & Masala,72,01-02-2021 10:38,1.06,17511,Mumbai,9.055,190.155,Male,Ewallet
575304,20677,"Eggs, Meat & Fish",72,01-02-2021 10:38,1.06,17511,Mumbai,12.98,272.58,Female,Cash
575305,20675,Bakery,72,01-02-2021 10:38,1.06,17511,Mumbai,5.768,121.128,Male,Cash
575306,20674,Food Grains,72,01-02-2021 10:38,1.06,17511,Mumbai,23.514,493.794,Male,Ewallet
575307,21243,Oil & Masala,96,01-02-2021 10:38,1.45,17511,Mumbai,12.002,252.042,Male,Cash
575308,21947,"Eggs, Meat & Fish",12,01-02-2021 10:38,1.25,17511,Mumbai,4.4305,93.0405,Female,Cash
575309,21930,Fruits & Veggies,100,01-02-2021 10:38,1.65,17511,Mumbai,9.982,209.622,Male,Credit card
575310,22385,Oil & Masala,100,01-02-2021 10:38,1.65,17511,Mumbai,1.9505,40.9605,Male,Credit card
575311,85099B,Oil & Masala,100,01-02-2021 10:38,1.65,17511,Mumbai,2.4305,51.0405,Male,Cash
575312,85099F,Snacks,100,01-02-2021 10:38,1.65,17511,Mumbai,10.238,214.998,Female,Credit card
575313,84879,"Eggs, Meat & Fish",160,01-02-2021 10:38,1.45,17511,Mumbai,5.984,125.664,Female,Cash
575314,21755,Food Grains,18,01-02-2021 10:38,5.45,17511,Mumbai,25.27,530.67,Male,Ewallet
575315,21754,"Eggs, Meat & Fish",18,01-02-2021 10:38,5.45,17511,Mumbai,14.0805,295.6905,Female,Cash
575316,21041,Snacks,12,01-02-2021 10:38,2.95,17511,Mumbai,35.516,745.836,Female,Cash
575317,21154,Fruits & Veggies,10,01-02-2021 10:38,1.25,17511,Mumbai,3.972,83.412,Female,Ewallet
575318,85208,Snacks,96,01-02-2021 10:38,1.69,17511,Mumbai,8.191,172.011,Female,Cash
575319,22254,"Eggs, Meat & Fish",24,01-02-2021 10:38,1.25,17511,Mumbai,23.979,503.559,Male,Cash
575320,22255,Fruits & Veggies,48,01-02-2021 10:38,0.85,17511,Mumbai,6.933,145.593,Male,Ewallet
575321,22722,Fruits & Veggies,24,01-02-2021 10:38,3.45,17511,Mumbai,3.5575,74.7075,Female,Credit card
575322,23230,Snacks,25,01-02-2021 10:38,0.42,17511,Mumbai,6.9975,146.9475,Female,Cash
575323,23231,Oil & Masala,25,01-02-2021 10:38,0.42,17511,Mumbai,39.065,820.365,Female,Cash
575324,23232,Beverages,25,01-02-2021 10:38,0.42,17511,Mumbai,9.937,208.677,Male,Cash
575325,23233,Oil & Masala,50,01-02-2021 10:38,0.42,17511,Mumbai,3.162,66.402,Female,Cash
575326,82484,Bakery,12,01-02-2021 10:38,5.55,17511,Mumbai,18.6975,392.6475,Male,Cash
575327,22170,Food Grains,12,01-02-2021 10:38,5.95,17511,Mumbai,10.3845,218.0745,Female,Credit card
575328,85123A,Food Grains,32,01-02-2021 10:38,2.55,17511,Mumbai,8.814,185.094,Male,Ewallet
575329,21166,Bakery,48,01-02-2021 10:38,1.69,17511,Mumbai,10.3185,216.6885,Female,Cash
575330,82600,Fruits & Veggies,48,01-02-2021 10:38,1.69,17511,Mumbai,1.971,41.391,Female,Cash
575331,21165,Food Grains,48,01-02-2021 10:38,1.45,17511,Mumbai,4.578,96.138,Male,Ewallet
575332,21563,Food Grains,60,01-02-2021 10:38,2.55,17511,Mumbai,15.4425,324.2925,Female,Cash
575333,21564,Bakery,60,01-02-2021 10:38,2.55,17511,Mumbai,6.456,135.576,Male,Credit card
575334,21080,Fruits & Veggies,96,01-02-2021 10:38,0.64,17511,Mumbai,19.548,410.508,Male,Ewallet
575335,22354,Snacks,30,01-02-2021 10:38,3.39,17511,Mumbai,24.945,523.845,Male,Cash
575336,21430,Oil & Masala,24,01-02-2021 10:38,3.39,17511,Mumbai,18.852,395.892,Male,Cash
575337,21484,"Eggs, Meat & Fish",36,01-02-2021 10:38,2.95,17511,Mumbai,10.226,214.746,Male,Credit card
575338,21499,Fruits & Veggies,25,01-02-2021 10:38,0.42,17511,Mumbai,7.272,152.712,Male,Cash
575339,21495,Bakery,25,01-02-2021 10:38,0.42,17511,Mumbai,9.909,208.089,Male,Cash
575340,22046,Oil & Masala,25,01-02-2021 10:38,0.42,17511,Mumbai,4.935,103.635,Male,Credit card
575341,22817,Snacks,72,01-02-2021 10:38,0.36,17511,Mumbai,19.255,404.355,Male,Cash
575342,22983,Food Grains,72,01-02-2021 10:38,0.36,17511,Mumbai,2.348,49.308,Male,Credit card
575343,16156S,Food Grains,25,01-02-2021 10:38,0.42,17511,Mumbai,3.675,77.175,Male,Ewallet
575344,22970,Bakery,36,01-02-2021 10:38,2.1,17511,Mumbai,7.1125,149.3625,Female,Credit card
575345,22383,Food Grains,100,01-02-2021 10:38,1.45,17511,Mumbai,34.38,721.98,Male,Ewallet
575346,21121,Food Grains,24,01-02-2021 10:38,1.25,17511,Mumbai,17.385,365.085,Female,Cash
575347,21122,Oil & Masala,24,01-02-2021 10:38,1.25,17511,Mumbai,7.1475,150.0975,Female,Credit card
575348,21123,Snacks,24,01-02-2021 10:38,1.25,17511,Mumbai,19.269,404.649,Female,Credit card
575349,21124,"Eggs, Meat & Fish",24,01-02-2021 10:38,1.25,17511,Mumbai,7.2135,151.4835,Male,Credit card
575350,21217,Snacks,2,01-02-2021 10:38,9.95,16612,Mumbai,19.5895,411.3795,Female,Ewallet
575351,22427,Oil & Masala,3,01-02-2021 10:38,5.95,16612,Mumbai,26.915,565.215,Female,Cash
575352,62086A,Food Grains,6,01-02-2021 10:38,1.95,16612,Mumbai,24.2575,509.4075,Female,Ewallet
575353,21790,Beverages,12,01-02-2021 10:38,0.85,16612,Mumbai,6.6975,140.6475,Male,Cash
575354,21875,Beverages,12,01-02-2021 10:38,1.25,16612,Mumbai,35.0685,736.4385,Female,Ewallet
575355,22358,Fruits & Veggies,6,01-02-2021 10:38,2.95,16612,Mumbai,3.5975,75.5475,Male,Cash
575356,22178,Food Grains,12,01-02-2021 10:38,1.25,16612,Mumbai,35.7,749.7,Female,Cash
575357,48194,Food Grains,2,01-02-2021 10:38,7.95,16612,Mumbai,9.107,191.247,Male,Cash
